FID,TARGET_FID,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,ORIG_FID,STATE,ZONE,CWA,NAME,STATE_ZONE,TIME_ZONE,FE_AREA,LON,LAT
3653,3653,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3654,3654,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3655,3655,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3656,3656,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3657,3657,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3658,3658,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3659,3659,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3660,3660,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3661,3661,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3662,3662,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3663,3663,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3664,3664,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3665,3665,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3666,3666,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3667,3667,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3668,3668,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3669,3669,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3670,3670,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3671,3671,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3672,3672,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3673,3673,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3674,3674,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3675,3675,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3676,3676,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3677,3677,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3678,3678,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3679,3679,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3680,3680,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3681,3681,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3682,3682,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3683,3683,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3684,3684,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3685,3685,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3686,3686,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3687,3687,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3688,3688,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3689,3689,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3690,3690,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3691,3691,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3692,3692,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3693,3693,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3694,3694,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3695,3695,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3696,3696,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3697,3697,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3698,3698,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3699,3699,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3700,3700,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3701,3701,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3702,3702,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3703,3703,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3704,3704,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3705,3705,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3706,3706,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3707,3707,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3708,3708,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3709,3709,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3710,3710,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
3711,3711,70987,308497,AC,IN SERVICE,221121,ELECTRIC POWER TRANSMISSION SYSTEMS,https://cecgis-caenergy.opendata.arcgis.com/,2018-04-25T00:00:00.000Z,IMAGERY/OTHER,2018-04-25T00:00:00.000Z,PG&E,115,100-161,N,TRES VIAS,BUTTE,39905.47677,79,CA,216,STO,Central Sacramento Valley including Glenn/Colusa/Yuba/Northern Sutter/Butte County Below 1000 Ft,CA216,P,cc,-121.971,39.3666
